Iteration, Loss, Accuracy,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3
1,0.133728,0.089000,,,
2,0.131562,0.086200,,,
3,0.129584,0.085000,,,
4,0.127753,0.085000,,,
5,0.126043,0.084400,,,
6,0.124439,0.083000,,,
7,0.122929,0.083600,,,
8,0.121495,0.083800,,,
9,0.120127,0.084000,,,
10,0.118821,0.085200,,,
11,0.117573,0.087800,,,
12,0.116377,0.086400,,,
13,0.115233,0.086800,,,
14,0.114135,0.085000,,,
15,0.113085,0.085800,,,
16,0.112081,0.087000,,,
17,0.111122,0.088400,,,
18,0.110207,0.089200,,,
19,0.109333,0.089200,,,
20,0.108496,0.090200,,,
21,0.107697,0.091200,,,
22,0.106935,0.091400,,,
23,0.106210,0.092600,,,
24,0.105521,0.093400,,,
25,0.104864,0.093000,,,
26,0.104238,0.093800,,,
27,0.103642,0.094000,,,
28,0.103073,0.094200,,,
29,0.102531,0.093800,,,
30,0.102012,0.093600,,,
31,0.101515,0.093600,,,
32,0.101039,0.093800,,,
33,0.100585,0.093800,,,
34,0.100151,0.093600,,,
35,0.099733,0.093600,,,
36,0.099331,0.093400,,,
37,0.098945,0.093400,,,
38,0.098574,0.093800,,,
39,0.098217,0.094400,,,
40,0.097873,0.095000,,,
41,0.097541,0.095000,,,
42,0.097220,0.095200,,,
43,0.096912,0.095600,,,
44,0.096614,0.095800,,,
45,0.096326,0.096200,,,
46,0.096047,0.096000,,,
47,0.095778,0.096600,,,
48,0.095517,0.097000,,,
49,0.095265,0.097000,,,
50,0.095021,0.097600,,,
51,0.094784,0.098000,,,
52,0.094555,0.098000,,,
53,0.094333,0.098600,,,
54,0.094118,0.098400,,,
55,0.093909,0.098400,,,
56,0.093706,0.098800,,,
57,0.093510,0.099000,,,
58,0.093319,0.099400,,,
59,0.093133,0.099800,,,
60,0.092953,0.100000,,,
61,0.092778,0.100400,,,
62,0.092608,0.100400,,,
63,0.092443,0.100200,,,
64,0.092282,0.100000,,,
65,0.092125,0.099800,,,
66,0.091973,0.100800,,,
67,0.091825,0.100600,,,
68,0.091681,0.102000,,,
69,0.091540,0.102200,,,
70,0.091403,0.103600,,,
71,0.091270,0.104400,,,
72,0.091140,0.104600,,,
73,0.091013,0.104600,,,
74,0.090889,0.105600,,,
75,0.090768,0.106000,,,
76,0.090650,0.106400,,,
77,0.090535,0.106600,,,
78,0.090422,0.106600,,,
79,0.090312,0.106600,,,
80,0.090205,0.107400,,,
81,0.090099,0.108400,,,
82,0.089996,0.110600,,,
83,0.089896,0.112600,,,
84,0.089797,0.113000,,,
85,0.089701,0.113200,,,
86,0.089606,0.115200,,,
87,0.089514,0.116200,,,
88,0.089423,0.117200,,,
89,0.089335,0.118600,,,
90,0.089248,0.120400,,,
91,0.089163,0.122800,,,
92,0.089079,0.125800,,,
93,0.088997,0.128400,,,
94,0.088916,0.130200,,,
95,0.088837,0.130600,,,
96,0.088760,0.134400,,,
97,0.088683,0.136800,,,
98,0.088608,0.138600,,,
99,0.088535,0.141400,,,
100,0.088462,0.143600,,,
101,0.088391,0.147000,,,
102,0.088321,0.150200,,,
103,0.088252,0.153600,,,
104,0.088184,0.155400,,,
105,0.088116,0.157800,,,
106,0.088050,0.161600,,,
107,0.087985,0.163000,,,
108,0.087921,0.165800,,,
109,0.087858,0.168000,,,
110,0.087796,0.171000,,,
111,0.087734,0.174400,,,
112,0.087674,0.177600,,,
113,0.087614,0.180200,,,
114,0.087555,0.182400,,,
115,0.087496,0.185800,,,
116,0.087439,0.188200,,,
117,0.087382,0.190800,,,
118,0.087326,0.193400,,,
119,0.087270,0.195800,,,
120,0.087215,0.198200,,,
121,0.087161,0.200800,,,
122,0.087107,0.205000,,,
123,0.087054,0.207000,,,
124,0.087001,0.209200,,,
125,0.086949,0.213200,,,
126,0.086898,0.214200,,,
127,0.086847,0.216400,,,
128,0.086796,0.219000,,,
129,0.086746,0.221800,,,
130,0.086696,0.223200,,,
131,0.086647,0.226600,,,
132,0.086598,0.228400,,,
133,0.086549,0.231800,,,
134,0.086501,0.233800,,,
135,0.086454,0.234800,,,
136,0.086407,0.237800,,,
137,0.086360,0.240800,,,
