Iteration, Loss, Accuracy,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3
1,0.109705,0.098200,,,
2,0.108448,0.098400,,,
3,0.107285,0.097000,,,
4,0.106204,0.097000,,,
5,0.105196,0.096600,,,
6,0.104252,0.095800,,,
7,0.103366,0.095200,,,
8,0.102529,0.094800,,,
9,0.101737,0.093400,,,
10,0.100987,0.094000,,,
11,0.100274,0.094200,,,
12,0.099597,0.093600,,,
13,0.098953,0.095200,,,
14,0.098341,0.096000,,,
15,0.097757,0.097400,,,
16,0.097198,0.099200,,,
17,0.096663,0.101600,,,
18,0.096152,0.103000,,,
19,0.095662,0.105000,,,
20,0.095193,0.107000,,,
21,0.094744,0.109200,,,
22,0.094313,0.112200,,,
23,0.093899,0.115200,,,
24,0.093502,0.120200,,,
25,0.093121,0.124200,,,
26,0.092756,0.127200,,,
27,0.092406,0.132400,,,
28,0.092070,0.136000,,,
29,0.091748,0.144200,,,
30,0.091438,0.150600,,,
31,0.091140,0.159000,,,
32,0.090854,0.167600,,,
33,0.090579,0.178800,,,
34,0.090314,0.188000,,,
35,0.090059,0.196600,,,
36,0.089812,0.205600,,,
37,0.089574,0.215000,,,
38,0.089345,0.226200,,,
39,0.089123,0.234000,,,
40,0.088909,0.240200,,,
41,0.088702,0.250400,,,
42,0.088502,0.259000,,,
43,0.088309,0.266600,,,
44,0.088121,0.272400,,,
45,0.087939,0.278000,,,
46,0.087763,0.286200,,,
47,0.087592,0.290400,,,
48,0.087425,0.294000,,,
49,0.087264,0.298200,,,
50,0.087107,0.302200,,,
51,0.086954,0.306200,,,
52,0.086805,0.309600,,,
53,0.086661,0.312400,,,
54,0.086519,0.317400,,,
55,0.086382,0.321600,,,
56,0.086248,0.324000,,,
57,0.086117,0.325600,,,
58,0.085989,0.329600,,,
59,0.085864,0.331600,,,
60,0.085742,0.334600,,,
61,0.085623,0.336800,,,
62,0.085506,0.340200,,,
63,0.085392,0.342200,,,
64,0.085280,0.343000,,,
65,0.085171,0.344000,,,
66,0.085063,0.346400,,,
67,0.084958,0.348800,,,
68,0.084855,0.350200,,,
69,0.084754,0.351200,,,
70,0.084655,0.351400,,,
71,0.084557,0.352400,,,
72,0.084460,0.355000,,,
73,0.084366,0.357800,,,
74,0.084272,0.360200,,,
75,0.084180,0.362800,,,
76,0.084089,0.365400,,,
77,0.084000,0.367000,,,
78,0.083911,0.368400,,,
79,0.083824,0.368800,,,
80,0.083738,0.370800,,,
81,0.083654,0.374000,,,
82,0.083570,0.377400,,,
83,0.083487,0.378800,,,
84,0.083406,0.381200,,,
85,0.083325,0.383800,,,
86,0.083246,0.384400,,,
87,0.083167,0.386400,,,
88,0.083089,0.387400,,,
89,0.083012,0.390200,,,
90,0.082936,0.392800,,,
91,0.082861,0.394200,,,
92,0.082786,0.396400,,,
93,0.082712,0.398200,,,
94,0.082638,0.399800,,,
95,0.082566,0.402400,,,
96,0.082494,0.404800,,,
97,0.082422,0.406400,,,
98,0.082351,0.409200,,,
99,0.082280,0.411400,,,
100,0.082210,0.413800,,,
101,0.082141,0.416600,,,
102,0.082071,0.417800,,,
103,0.082003,0.420800,,,
104,0.081934,0.421600,,,
105,0.081866,0.424000,,,
106,0.081799,0.426800,,,
107,0.081732,0.429800,,,
108,0.081665,0.432600,,,
109,0.081598,0.434000,,,
110,0.081532,0.436000,,,
111,0.081466,0.438400,,,
112,0.081400,0.440400,,,
113,0.081335,0.442600,,,
114,0.081271,0.444600,,,
115,0.081206,0.446800,,,
116,0.081143,0.448000,,,
117,0.081079,0.448400,,,
118,0.081016,0.451200,,,
119,0.080954,0.453000,,,
120,0.080892,0.454400,,,
121,0.080830,0.455800,,,
122,0.080768,0.457000,,,
123,0.080707,0.458200,,,
124,0.080646,0.459400,,,
125,0.080584,0.461600,,,
126,0.080524,0.464600,,,
127,0.080463,0.466600,,,
128,0.080403,0.467200,,,
129,0.080343,0.470200,,,
130,0.080283,0.473000,,,
131,0.080223,0.474600,,,
132,0.080164,0.475800,,,
133,0.080105,0.477600,,,
134,0.080046,0.479600,,,
135,0.079987,0.481000,,,
136,0.079929,0.482000,,,
137,0.079871,0.483800,,,
138,0.079813,0.485400,,,
139,0.079755,0.486600,,,
140,0.079697,0.487000,,,
141,0.079640,0.489000,,,
142,0.079583,0.490800,,,
143,0.079526,0.492000,,,
144,0.079469,0.494400,,,
145,0.079412,0.496400,,,
146,0.079355,0.496800,,,
147,0.079299,0.497400,,,
148,0.079242,0.499000,,,
149,0.079186,0.500000,,,
150,0.079129,0.500800,,,
151,0.079073,0.502200,,,
152,0.079017,0.503400,,,
153,0.078961,0.506000,,,
154,0.078905,0.507600,,,
155,0.078849,0.509400,,,
156,0.078793,0.511200,,,
157,0.078737,0.512600,,,
158,0.078682,0.514000,,,
159,0.078626,0.515200,,,
160,0.078570,0.516400,,,
161,0.078514,0.518800,,,
162,0.078459,0.520600,,,
163,0.078403,0.521400,,,
164,0.078347,0.522200,,,
165,0.078292,0.522000,,,
166,0.078236,0.522600,,,
167,0.078181,0.523400,,,
168,0.078125,0.523800,,,
169,0.078070,0.526200,,,
170,0.078014,0.527400,,,
171,0.077959,0.528200,,,
172,0.077904,0.528600,,,
173,0.077848,0.529000,,,
174,0.077793,0.530200,,,
175,0.077737,0.532000,,,
176,0.077681,0.533000,,,
177,0.077625,0.534600,,,
178,0.077569,0.535000,,,
179,0.077513,0.535200,,,
180,0.077457,0.535800,,,
181,0.077401,0.536800,,,
182,0.077345,0.537000,,,
183,0.077289,0.538200,,,
184,0.077232,0.539400,,,
185,0.077176,0.540600,,,
186,0.077119,0.541800,,,
187,0.077063,0.542600,,,
188,0.077006,0.543200,,,
189,0.076950,0.544600,,,
190,0.076893,0.545000,,,
191,0.076835,0.546200,,,
192,0.076778,0.546800,,,
193,0.076721,0.547400,,,
194,0.076664,0.549600,,,
195,0.076606,0.550200,,,
196,0.076549,0.551000,,,
197,0.076491,0.551600,,,
198,0.076433,0.552200,,,
199,0.076376,0.553000,,,
200,0.076318,0.554000,,,
201,0.076260,0.554200,,,
202,0.076202,0.554600,,,
203,0.076144,0.556400,,,
204,0.076086,0.557200,,,
205,0.076028,0.557400,,,
206,0.075969,0.558400,,,
207,0.075911,0.559200,,,
208,0.075853,0.559800,,,
209,0.075795,0.561600,,,
210,0.075737,0.561600,,,
211,0.075679,0.562200,,,
212,0.075621,0.563600,,,
213,0.075562,0.564200,,,
214,0.075504,0.565200,,,
215,0.075445,0.566400,,,
216,0.075387,0.568200,,,
217,0.075328,0.569600,,,
218,0.075270,0.571000,,,
219,0.075211,0.571400,,,
220,0.075153,0.573000,,,
221,0.075094,0.574000,,,
222,0.075035,0.574800,,,
223,0.074977,0.574800,,,
224,0.074918,0.576000,,,
225,0.074859,0.577400,,,
226,0.074801,0.577200,,,
227,0.074742,0.577200,,,
228,0.074683,0.578000,,,
229,0.074624,0.578200,,,
230,0.074565,0.579000,,,
231,0.074507,0.579000,,,
232,0.074448,0.579600,,,
233,0.074388,0.581000,,,
234,0.074329,0.582600,,,
235,0.074270,0.582400,,,
236,0.074211,0.583200,,,
237,0.074152,0.584000,,,
238,0.074093,0.585000,,,
239,0.074034,0.585400,,,
240,0.073975,0.585800,,,
241,0.073915,0.586600,,,
242,0.073856,0.586800,,,
243,0.073797,0.588000,,,
244,0.073738,0.589200,,,
245,0.073679,0.590200,,,
246,0.073620,0.590600,,,
247,0.073561,0.591800,,,
248,0.073502,0.592200,,,
249,0.073443,0.592800,,,
250,0.073384,0.593000,,,
251,0.073325,0.594400,,,
252,0.073266,0.594800,,,
253,0.073207,0.595800,,,
254,0.073148,0.596600,,,
255,0.073089,0.597200,,,
256,0.073031,0.597800,,,
257,0.072972,0.598600,,,
258,0.072913,0.599600,,,
259,0.072854,0.599400,,,
260,0.072796,0.600200,,,
261,0.072737,0.601000,,,
262,0.072679,0.601600,,,
263,0.072621,0.601600,,,
264,0.072563,0.602000,,,
265,0.072504,0.603000,,,
266,0.072447,0.604200,,,
267,0.072389,0.604800,,,
268,0.072331,0.605200,,,
269,0.072273,0.605800,,,
270,0.072216,0.606200,,,
271,0.072158,0.606600,,,
272,0.072100,0.607200,,,
273,0.072043,0.608200,,,
274,0.071985,0.608800,,,
275,0.071928,0.609000,,,
276,0.071870,0.609600,,,
277,0.071812,0.610600,,,
278,0.071755,0.611200,,,
279,0.071698,0.611600,,,
280,0.071641,0.613200,,,
281,0.071584,0.614000,,,
282,0.071527,0.614600,,,
283,0.071470,0.616000,,,
284,0.071413,0.616600,,,
285,0.071356,0.617200,,,
286,0.071299,0.618200,,,
287,0.071242,0.619200,,,
288,0.071185,0.619600,,,
289,0.071129,0.620200,,,
290,0.071072,0.621000,,,
