Iteration, Loss, Accuracy,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3
1,0.116617,0.093600,,,
2,0.115167,0.093200,,,
3,0.113874,0.093200,,,
4,0.112715,0.093000,,,
5,0.111660,0.092800,,,
6,0.110690,0.092800,,,
7,0.109790,0.092800,,,
8,0.108950,0.092800,,,
9,0.108162,0.092800,,,
10,0.107419,0.092800,,,
11,0.106718,0.092800,,,
12,0.106055,0.092800,,,
13,0.105428,0.092800,,,
14,0.104834,0.092800,,,
15,0.104271,0.092800,,,
16,0.103735,0.092800,,,
17,0.103227,0.092800,,,
18,0.102742,0.092800,,,
19,0.102282,0.092800,,,
20,0.101842,0.092800,,,
21,0.101421,0.092800,,,
22,0.101016,0.092800,,,
23,0.100628,0.092800,,,
24,0.100256,0.092800,,,
25,0.099899,0.092800,,,
26,0.099556,0.092800,,,
27,0.099226,0.092800,,,
28,0.098908,0.092800,,,
29,0.098602,0.092800,,,
30,0.098305,0.092800,,,
31,0.098018,0.092800,,,
32,0.097740,0.092800,,,
33,0.097469,0.092800,,,
34,0.097208,0.092800,,,
35,0.096953,0.092800,,,
36,0.096706,0.092800,,,
37,0.096464,0.092800,,,
38,0.096230,0.092800,,,
39,0.096001,0.092800,,,
40,0.095777,0.092800,,,
41,0.095560,0.092800,,,
42,0.095348,0.092800,,,
43,0.095140,0.092800,,,
44,0.094938,0.093000,,,
45,0.094739,0.093000,,,
46,0.094545,0.093000,,,
47,0.094355,0.093000,,,
48,0.094169,0.093000,,,
49,0.093987,0.093000,,,
50,0.093809,0.093000,,,
51,0.093634,0.093000,,,
52,0.093465,0.093200,,,
53,0.093298,0.093400,,,
54,0.093135,0.093400,,,
55,0.092976,0.093400,,,
56,0.092819,0.093400,,,
57,0.092666,0.093400,,,
58,0.092516,0.093800,,,
59,0.092368,0.094400,,,
60,0.092222,0.094800,,,
61,0.092080,0.095200,,,
62,0.091939,0.095400,,,
63,0.091801,0.096400,,,
64,0.091666,0.096800,,,
65,0.091532,0.097000,,,
66,0.091402,0.098000,,,
67,0.091273,0.099400,,,
68,0.091147,0.100800,,,
69,0.091023,0.101600,,,
70,0.090900,0.102200,,,
71,0.090780,0.103400,,,
72,0.090661,0.105200,,,
73,0.090544,0.107000,,,
74,0.090429,0.108600,,,
75,0.090315,0.109600,,,
76,0.090203,0.111000,,,
77,0.090093,0.113800,,,
78,0.089984,0.114800,,,
