Iteration, Loss, Accuracy,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3
1,0.114455,0.102800,,,
2,0.113412,0.102800,,,
3,0.112425,0.104000,,,
4,0.111487,0.104200,,,
5,0.110594,0.104800,,,
6,0.109743,0.106600,,,
7,0.108932,0.107400,,,
8,0.108158,0.110400,,,
9,0.107417,0.110600,,,
10,0.106708,0.110200,,,
11,0.106029,0.110600,,,
12,0.105379,0.113000,,,
13,0.104755,0.115000,,,
14,0.104156,0.117200,,,
15,0.103580,0.117200,,,
16,0.103026,0.119000,,,
17,0.102493,0.120600,,,
18,0.101981,0.122800,,,
19,0.101488,0.123800,,,
20,0.101014,0.126200,,,
21,0.100557,0.128400,,,
22,0.100117,0.130600,,,
23,0.099694,0.133000,,,
24,0.099287,0.134000,,,
25,0.098894,0.135200,,,
26,0.098516,0.138600,,,
27,0.098152,0.140600,,,
28,0.097801,0.143200,,,
29,0.097463,0.145000,,,
30,0.097137,0.145400,,,
31,0.096822,0.146800,,,
32,0.096518,0.148400,,,
33,0.096225,0.150000,,,
34,0.095942,0.151800,,,
35,0.095668,0.153200,,,
36,0.095405,0.154200,,,
37,0.095150,0.156000,,,
38,0.094904,0.156600,,,
39,0.094667,0.157200,,,
40,0.094438,0.159000,,,
41,0.094217,0.159600,,,
42,0.094003,0.160800,,,
43,0.093797,0.161600,,,
44,0.093598,0.163000,,,
45,0.093406,0.165000,,,
46,0.093220,0.166400,,,
47,0.093040,0.167800,,,
48,0.092866,0.170000,,,
49,0.092698,0.171600,,,
50,0.092535,0.173200,,,
51,0.092377,0.173600,,,
52,0.092224,0.174200,,,
53,0.092076,0.175000,,,
54,0.091932,0.176200,,,
55,0.091792,0.177000,,,
56,0.091657,0.178200,,,
57,0.091525,0.178600,,,
58,0.091398,0.178800,,,
59,0.091274,0.180400,,,
60,0.091154,0.181200,,,
61,0.091037,0.182600,,,
62,0.090923,0.184000,,,
63,0.090812,0.185800,,,
64,0.090704,0.186800,,,
65,0.090600,0.187600,,,
66,0.090497,0.188200,,,
67,0.090398,0.189600,,,
68,0.090301,0.190400,,,
69,0.090207,0.191400,,,
70,0.090114,0.192000,,,
71,0.090024,0.193600,,,
72,0.089937,0.194400,,,
73,0.089851,0.195600,,,
74,0.089768,0.197000,,,
75,0.089686,0.198600,,,
76,0.089606,0.201000,,,
77,0.089528,0.201600,,,
78,0.089452,0.203200,,,
79,0.089378,0.204400,,,
80,0.089304,0.206000,,,
81,0.089233,0.206400,,,
82,0.089163,0.207000,,,
83,0.089094,0.208000,,,
84,0.089027,0.209600,,,
85,0.088961,0.211000,,,
86,0.088896,0.211400,,,
87,0.088832,0.212000,,,
88,0.088769,0.213400,,,
89,0.088707,0.213800,,,
90,0.088646,0.215000,,,
91,0.088586,0.216600,,,
92,0.088527,0.217000,,,
93,0.088469,0.218200,,,
94,0.088412,0.219400,,,
95,0.088356,0.219800,,,
96,0.088301,0.220800,,,
97,0.088246,0.222400,,,
98,0.088192,0.222800,,,
99,0.088139,0.223600,,,
100,0.088087,0.224800,,,
101,0.088035,0.225400,,,
102,0.087983,0.227600,,,
103,0.087933,0.229200,,,
104,0.087883,0.230200,,,
105,0.087834,0.231400,,,
106,0.087785,0.231600,,,
107,0.087736,0.232400,,,
108,0.087689,0.233800,,,
109,0.087641,0.235200,,,
110,0.087594,0.237000,,,
111,0.087548,0.238400,,,
112,0.087502,0.239000,,,
113,0.087457,0.240200,,,
114,0.087411,0.240600,,,
115,0.087367,0.242200,,,
116,0.087322,0.244600,,,
117,0.087278,0.246000,,,
118,0.087234,0.246800,,,
119,0.087190,0.248800,,,
120,0.087146,0.249800,,,
121,0.087103,0.250200,,,
122,0.087060,0.251800,,,
123,0.087018,0.253200,,,
