Iteration, Loss, Accuracy,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3
1,0.127000,0.111000,,,
2,0.124451,0.111000,,,
3,0.122174,0.111800,,,
4,0.120134,0.113800,,,
5,0.118294,0.116800,,,
6,0.116617,0.122400,,,
7,0.115071,0.127400,,,
8,0.113638,0.133600,,,
9,0.112301,0.137600,,,
10,0.111049,0.144000,,,
11,0.109868,0.147600,,,
12,0.108752,0.153200,,,
13,0.107693,0.156800,,,
14,0.106688,0.158800,,,
15,0.105731,0.162400,,,
16,0.104820,0.164000,,,
17,0.103950,0.166200,,,
18,0.103117,0.168000,,,
19,0.102319,0.168800,,,
20,0.101555,0.170000,,,
21,0.100821,0.171800,,,
22,0.100114,0.173200,,,
23,0.099433,0.174000,,,
24,0.098774,0.175800,,,
25,0.098137,0.176600,,,
26,0.097520,0.177400,,,
27,0.096922,0.179400,,,
28,0.096341,0.181800,,,
29,0.095777,0.184000,,,
30,0.095231,0.185800,,,
31,0.094703,0.187200,,,
32,0.094194,0.189400,,,
33,0.093702,0.191600,,,
34,0.093228,0.196000,,,
35,0.092772,0.199600,,,
36,0.092334,0.205400,,,
37,0.091917,0.211400,,,
38,0.091520,0.214400,,,
39,0.091143,0.221200,,,
40,0.090788,0.226600,,,
41,0.090453,0.232000,,,
42,0.090138,0.238600,,,
43,0.089841,0.243200,,,
44,0.089561,0.248000,,,
45,0.089297,0.252400,,,
46,0.089047,0.258000,,,
47,0.088812,0.259400,,,
48,0.088589,0.263200,,,
49,0.088379,0.267400,,,
50,0.088180,0.269600,,,
51,0.087991,0.271800,,,
52,0.087812,0.274400,,,
53,0.087642,0.275000,,,
54,0.087481,0.275800,,,
55,0.087326,0.277200,,,
56,0.087178,0.277600,,,
57,0.087036,0.278000,,,
58,0.086900,0.278400,,,
59,0.086768,0.276200,,,
60,0.086642,0.274800,,,
61,0.086520,0.274200,,,
62,0.086402,0.274600,,,
63,0.086288,0.272400,,,
64,0.086178,0.272800,,,
65,0.086070,0.272400,,,
66,0.085966,0.272200,,,
67,0.085865,0.272800,,,
68,0.085766,0.273000,,,
69,0.085670,0.273000,,,
70,0.085577,0.272200,,,
71,0.085485,0.273600,,,
72,0.085395,0.274800,,,
73,0.085307,0.275800,,,
74,0.085221,0.276200,,,
75,0.085136,0.277800,,,
76,0.085053,0.277800,,,
77,0.084971,0.278600,,,
78,0.084891,0.278600,,,
79,0.084811,0.279200,,,
80,0.084733,0.280200,,,
81,0.084656,0.280400,,,
82,0.084580,0.281000,,,
83,0.084505,0.283000,,,
84,0.084431,0.285200,,,
85,0.084358,0.286600,,,
86,0.084286,0.288600,,,
87,0.084215,0.289400,,,
88,0.084144,0.291400,,,
89,0.084074,0.292400,,,
90,0.084004,0.294400,,,
91,0.083935,0.295800,,,
92,0.083867,0.298800,,,
93,0.083799,0.299600,,,
94,0.083732,0.300800,,,
95,0.083665,0.303000,,,
96,0.083598,0.303800,,,
97,0.083532,0.306800,,,
98,0.083466,0.307800,,,
99,0.083400,0.310400,,,
100,0.083335,0.312000,,,
101,0.083270,0.312600,,,
102,0.083205,0.314400,,,
103,0.083140,0.316200,,,
104,0.083075,0.317600,,,
105,0.083010,0.318600,,,
106,0.082946,0.320600,,,
107,0.082881,0.322400,,,
108,0.082817,0.324000,,,
109,0.082753,0.326200,,,
110,0.082689,0.328800,,,
111,0.082625,0.329200,,,
112,0.082562,0.330600,,,
113,0.082498,0.333200,,,
114,0.082435,0.335400,,,
115,0.082372,0.337200,,,
116,0.082308,0.338600,,,
117,0.082245,0.342000,,,
118,0.082182,0.343200,,,
119,0.082119,0.344800,,,
120,0.082055,0.346600,,,
121,0.081992,0.348000,,,
122,0.081928,0.349200,,,
123,0.081865,0.350800,,,
124,0.081801,0.351800,,,
125,0.081738,0.353800,,,
126,0.081675,0.356200,,,
127,0.081612,0.358000,,,
128,0.081548,0.361000,,,
129,0.081485,0.363800,,,
130,0.081421,0.366200,,,
131,0.081357,0.367400,,,
132,0.081294,0.370200,,,
133,0.081231,0.371400,,,
134,0.081167,0.372400,,,
135,0.081104,0.373800,,,
136,0.081041,0.375600,,,
137,0.080977,0.377200,,,
138,0.080914,0.379200,,,
139,0.080850,0.381200,,,
140,0.080787,0.381200,,,
141,0.080724,0.382800,,,
142,0.080661,0.384800,,,
143,0.080598,0.387000,,,
144,0.080536,0.388000,,,
145,0.080473,0.390000,,,
146,0.080410,0.393000,,,
147,0.080347,0.394600,,,
148,0.080285,0.397000,,,
149,0.080222,0.399200,,,
150,0.080160,0.399800,,,
151,0.080098,0.401600,,,
152,0.080035,0.404000,,,
153,0.079973,0.405400,,,
154,0.079912,0.406600,,,
155,0.079850,0.407600,,,
156,0.079789,0.408600,,,
157,0.079727,0.410000,,,
158,0.079666,0.411000,,,
159,0.079605,0.413000,,,
160,0.079545,0.414400,,,
161,0.079484,0.415600,,,
162,0.079424,0.417000,,,
163,0.079364,0.418400,,,
164,0.079304,0.420600,,,
165,0.079245,0.421400,,,
166,0.079185,0.423400,,,
167,0.079126,0.424600,,,
168,0.079066,0.426000,,,
169,0.079007,0.426600,,,
170,0.078948,0.428800,,,
171,0.078889,0.430200,,,
172,0.078830,0.432400,,,
173,0.078771,0.434000,,,
174,0.078712,0.435400,,,
175,0.078653,0.437000,,,
176,0.078595,0.438800,,,
177,0.078536,0.440400,,,
178,0.078478,0.442800,,,
179,0.078419,0.444000,,,
180,0.078361,0.444800,,,
181,0.078303,0.446200,,,
182,0.078245,0.447800,,,
183,0.078187,0.448800,,,
184,0.078129,0.449000,,,
185,0.078072,0.450800,,,
186,0.078014,0.451200,,,
187,0.077957,0.454000,,,
188,0.077899,0.454400,,,
189,0.077842,0.455800,,,
190,0.077784,0.457000,,,
191,0.077727,0.457600,,,
192,0.077670,0.459400,,,
193,0.077613,0.461200,,,
194,0.077556,0.462200,,,
195,0.077499,0.463600,,,
196,0.077443,0.464200,,,
197,0.077386,0.464600,,,
198,0.077330,0.465200,,,
199,0.077273,0.467400,,,
200,0.077217,0.468000,,,
201,0.077161,0.469000,,,
202,0.077104,0.470000,,,
203,0.077048,0.470600,,,
204,0.076992,0.472000,,,
205,0.076936,0.472400,,,
206,0.076880,0.473800,,,
207,0.076824,0.474800,,,
208,0.076769,0.475400,,,
209,0.076713,0.476000,,,
210,0.076657,0.477200,,,
211,0.076602,0.478400,,,
212,0.076546,0.480200,,,
213,0.076491,0.481200,,,
214,0.076435,0.481800,,,
215,0.076380,0.483200,,,
216,0.076324,0.483800,,,
217,0.076269,0.484600,,,
218,0.076214,0.486600,,,
219,0.076159,0.487200,,,
220,0.076104,0.487400,,,
221,0.076049,0.488200,,,
222,0.075995,0.488800,,,
223,0.075940,0.490000,,,
224,0.075886,0.491000,,,
225,0.075831,0.491400,,,
226,0.075777,0.491600,,,
227,0.075723,0.491800,,,
228,0.075669,0.492800,,,
229,0.075615,0.493400,,,
230,0.075561,0.493600,,,
231,0.075507,0.494200,,,
232,0.075454,0.495400,,,
233,0.075400,0.496000,,,
234,0.075346,0.496400,,,
235,0.075293,0.496400,,,
236,0.075240,0.497600,,,
237,0.075186,0.498800,,,
238,0.075133,0.499600,,,
239,0.075080,0.499800,,,
240,0.075027,0.501000,,,
241,0.074974,0.501800,,,
242,0.074921,0.502400,,,
243,0.074869,0.503400,,,
244,0.074816,0.505200,,,
245,0.074764,0.505800,,,
246,0.074711,0.506800,,,
247,0.074659,0.507400,,,
248,0.074607,0.508000,,,
249,0.074554,0.508600,,,
